aug,p,dataset,project,run_name,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
base_default_aug,0.0,BASELINE,/users/PAS2119/darklord/CVfinalproject/AugmentationProject/base_run_defultaug,coco_yolodefaultaug_baseline,30,3011.1,1.12492,1.14163,1.18247,0.59157,0.43545,0.46922,0.32693,1.18598,1.30457,1.19658,0.00043,0.00043,0.00043
