epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,150.696,1.16076,1.26282,1.21028,0.56855,0.42161,0.45151,0.31171,1.20509,1.3737,1.19994,0.00332481,0.00332481,0.00332481
2,248.022,1.24654,1.48864,1.25838,0.40994,0.27388,0.25905,0.1642,1.44508,2.04355,1.3829,0.00643842,0.00643842,0.00643842
3,344.611,1.40768,1.89306,1.37075,0.21116,0.13667,0.09318,0.05355,1.73647,2.86148,1.62819,0.00933204,0.00933204,0.00933204
4,441.562,1.49592,2.15174,1.44818,0.31869,0.21365,0.17309,0.10263,1.55683,2.31483,1.49908,0.00901,0.00901,0.00901
5,538.079,1.45309,2.04138,1.41644,0.36996,0.22174,0.19889,0.12083,1.54946,2.2045,1.46507,0.00868,0.00868,0.00868
6,634.167,1.41863,1.94631,1.39676,0.39902,0.26191,0.24756,0.15502,1.47936,1.99343,1.43934,0.00835,0.00835,0.00835
7,729.81,1.39628,1.88818,1.37738,0.44423,0.2684,0.26631,0.16923,1.45196,1.97538,1.41798,0.00802,0.00802,0.00802
8,825.42,1.37365,1.82437,1.36365,0.46166,0.29112,0.29275,0.18946,1.39661,1.87459,1.35155,0.00769,0.00769,0.00769
9,920.884,1.35341,1.77179,1.34598,0.46684,0.30735,0.30758,0.19925,1.39294,1.81154,1.36333,0.00736,0.00736,0.00736
10,1016.34,1.34116,1.74,1.33634,0.47725,0.32455,0.33594,0.22178,1.36015,1.74053,1.3323,0.00703,0.00703,0.00703
11,1112.52,1.32942,1.70822,1.32884,0.48573,0.34016,0.34653,0.22644,1.33729,1.66171,1.30835,0.0067,0.0067,0.0067
12,1207.97,1.31783,1.6707,1.32063,0.50705,0.35617,0.36592,0.24339,1.31604,1.60292,1.29669,0.00637,0.00637,0.00637
13,1303.91,1.3057,1.64994,1.3134,0.49299,0.35981,0.37204,0.24773,1.29679,1.5933,1.28403,0.00604,0.00604,0.00604
14,1399.7,1.29425,1.61097,1.30323,0.50742,0.37995,0.3914,0.26283,1.28253,1.52469,1.26959,0.00571,0.00571,0.00571
15,1495.45,1.28582,1.58796,1.29615,0.53861,0.37742,0.39678,0.26587,1.27456,1.51956,1.27126,0.00538,0.00538,0.00538
16,1591.29,1.27214,1.56816,1.29187,0.53313,0.3881,0.40665,0.27441,1.2595,1.47125,1.25654,0.00505,0.00505,0.00505
17,1686.87,1.26156,1.53978,1.28192,0.54244,0.40542,0.42308,0.28848,1.2459,1.4275,1.24183,0.00472,0.00472,0.00472
18,1782.52,1.2546,1.51264,1.27374,0.55742,0.4019,0.43009,0.29288,1.23704,1.41656,1.23718,0.00439,0.00439,0.00439
19,1878.17,1.24708,1.49704,1.27068,0.5719,0.39949,0.43329,0.29758,1.227,1.39691,1.22986,0.00406,0.00406,0.00406
20,1973.57,1.23656,1.47297,1.26329,0.55868,0.42006,0.44475,0.30449,1.21626,1.38048,1.21977,0.00373,0.00373,0.00373
21,2069.54,1.24404,1.41566,1.26455,0.54804,0.4232,0.44046,0.3021,1.22065,1.38082,1.2231,0.0034,0.0034,0.0034
22,2163.43,1.2273,1.36801,1.25264,0.57028,0.42385,0.44734,0.30755,1.21422,1.3634,1.21777,0.00307,0.00307,0.00307
23,2257.26,1.2124,1.34208,1.24453,0.55897,0.42975,0.45259,0.31276,1.20768,1.34757,1.21456,0.00274,0.00274,0.00274
24,2351.03,1.20243,1.31021,1.23514,0.56788,0.43386,0.45798,0.317,1.20337,1.34259,1.21175,0.00241,0.00241,0.00241
25,2444.93,1.19062,1.28368,1.22582,0.57205,0.43358,0.4593,0.31822,1.19678,1.33152,1.20606,0.00208,0.00208,0.00208
26,2539.03,1.17569,1.25096,1.21789,0.5729,0.43406,0.4611,0.31998,1.19558,1.32189,1.20549,0.00175,0.00175,0.00175
27,2632.95,1.16432,1.2211,1.2069,0.57953,0.43256,0.46253,0.32152,1.19212,1.31621,1.20132,0.00142,0.00142,0.00142
28,2726.72,1.15205,1.1969,1.1996,0.58124,0.43451,0.46343,0.32202,1.18974,1.31227,1.19977,0.00109,0.00109,0.00109
29,2820.72,1.14157,1.16923,1.19169,0.58321,0.43351,0.46547,0.32368,1.1878,1.31026,1.19839,0.00076,0.00076,0.00076
30,2914.45,1.12829,1.14487,1.18337,0.58398,0.43483,0.46714,0.32497,1.19012,1.30801,1.19907,0.00043,0.00043,0.00043
