epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,105.379,1.19553,1.36069,1.2346,0.55859,0.43955,0.45598,0.3108,1.18078,1.35563,1.17146,0.00332481,0.00332481,0.00332481
2,161.468,1.29025,1.60035,1.28539,0.39782,0.20472,0.19107,0.11826,1.51247,2.44842,1.43094,0.00643842,0.00643842,0.00643842
3,219.605,1.43985,2.02187,1.40758,0.26862,0.06644,0.04586,0.02576,1.83612,3.66586,1.7339,0.00933204,0.00933204,0.00933204
4,277.191,1.52928,2.25731,1.48092,0.34238,0.15587,0.1316,0.07821,1.62023,2.60521,1.52167,0.00901,0.00901,0.00901
5,334.739,1.48194,2.12997,1.4423,0.31843,0.19311,0.15883,0.09783,1.58002,2.5406,1.53269,0.00868,0.00868,0.00868
6,390.826,1.44459,2.05212,1.41888,0.39863,0.23517,0.21885,0.13571,1.49615,2.20226,1.43709,0.00835,0.00835,0.00835
7,447.635,1.42176,1.99899,1.40086,0.42493,0.25465,0.23873,0.14909,1.44886,2.05404,1.41046,0.00802,0.00802,0.00802
8,503.012,1.39137,1.91988,1.38115,0.42795,0.26427,0.26102,0.16394,1.4218,1.96113,1.37477,0.00769,0.00769,0.00769
9,559.377,1.38714,1.88686,1.37563,0.4576,0.29572,0.29327,0.18996,1.36381,1.82783,1.33921,0.00736,0.00736,0.00736
10,615.198,1.3598,1.83775,1.36474,0.47137,0.33065,0.33151,0.21609,1.33031,1.6789,1.30953,0.00703,0.00703,0.00703
11,671.904,1.34668,1.79935,1.34992,0.50056,0.32651,0.33757,0.21988,1.32925,1.64802,1.29655,0.0067,0.0067,0.0067
12,728.663,1.33514,1.75718,1.33775,0.47951,0.35293,0.34936,0.23026,1.30545,1.60177,1.28589,0.00637,0.00637,0.00637
13,785.287,1.33345,1.73858,1.33303,0.48945,0.35262,0.36286,0.24179,1.28651,1.59164,1.27505,0.00604,0.00604,0.00604
14,841.325,1.31614,1.68774,1.32764,0.51875,0.3689,0.38214,0.25545,1.2667,1.52996,1.25525,0.00571,0.00571,0.00571
15,897.704,1.30924,1.68921,1.31726,0.52726,0.36875,0.39141,0.26342,1.25948,1.50531,1.25217,0.00538,0.00538,0.00538
16,954.327,1.29989,1.65798,1.31483,0.52157,0.38293,0.40086,0.27076,1.23895,1.46538,1.23418,0.00505,0.00505,0.00505
17,1010.41,1.29974,1.62851,1.30938,0.53036,0.38796,0.40815,0.2769,1.23159,1.45439,1.23065,0.00472,0.00472,0.00472
18,1066.79,1.27884,1.60568,1.29783,0.54067,0.40034,0.42135,0.28608,1.21987,1.42093,1.2224,0.00439,0.00439,0.00439
19,1123.3,1.2695,1.59849,1.29544,0.53729,0.4118,0.42653,0.29026,1.21193,1.40226,1.21223,0.00406,0.00406,0.00406
20,1179.48,1.2594,1.55556,1.28704,0.56133,0.40388,0.4305,0.29534,1.20481,1.38499,1.20852,0.00373,0.00373,0.00373
21,1238.17,1.26337,1.49112,1.28574,0.55347,0.40368,0.42988,0.29429,1.2032,1.39333,1.20874,0.0034,0.0034,0.0034
22,1294.89,1.25199,1.45043,1.27862,0.56175,0.41201,0.43515,0.2981,1.19964,1.37434,1.20441,0.00307,0.00307,0.00307
23,1350.27,1.22897,1.41405,1.26164,0.56089,0.4174,0.44233,0.30465,1.19018,1.35596,1.197,0.00274,0.00274,0.00274
24,1405.7,1.23137,1.38987,1.25494,0.56476,0.42108,0.44893,0.30961,1.18751,1.34223,1.19369,0.00241,0.00241,0.00241
25,1461.99,1.22145,1.35707,1.25157,0.56712,0.42793,0.45195,0.31157,1.18354,1.33587,1.19381,0.00208,0.00208,0.00208
26,1518.3,1.20246,1.32606,1.23722,0.57845,0.42645,0.45393,0.31492,1.17973,1.33115,1.18899,0.00175,0.00175,0.00175
27,1574.65,1.1903,1.29841,1.23495,0.58445,0.42562,0.45621,0.31554,1.17713,1.32054,1.1861,0.00142,0.00142,0.00142
28,1630.64,1.18121,1.27663,1.22191,0.5821,0.42518,0.45682,0.31654,1.17358,1.31558,1.18418,0.00109,0.00109,0.00109
29,1686.47,1.16407,1.24319,1.21375,0.58274,0.42632,0.45823,0.3175,1.17277,1.3124,1.18321,0.00076,0.00076,0.00076
30,1742.14,1.16698,1.22692,1.21319,0.59214,0.42273,0.45936,0.31858,1.17316,1.31055,1.1836,0.00043,0.00043,0.00043
