epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,151.652,1.60507,1.69435,1.53843,0.53091,0.36878,0.38448,0.1944,1.74104,1.68304,1.44265,0.00332481,0.00332481,0.00332481
2,248.873,1.54327,1.84433,1.50673,0.38877,0.23781,0.21404,0.08438,2.14406,2.35564,1.78232,0.00643842,0.00643842,0.00643842
3,346.133,1.63726,2.2179,1.59713,0.28044,0.07374,0.05109,0.01753,2.37351,3.37248,2.0507,0.00933204,0.00933204,0.00933204
4,441.868,1.68614,2.45335,1.65628,0.26569,0.12965,0.09171,0.03808,2.22802,3.21519,1.96022,0.00901,0.00901,0.00901
5,537.975,1.64457,2.34053,1.62537,0.35494,0.19684,0.1681,0.06895,2.16027,2.49511,1.88724,0.00868,0.00868,0.00868
6,635.501,1.6071,2.24916,1.60158,0.35075,0.22436,0.19738,0.09533,1.9122,2.32192,1.68362,0.00835,0.00835,0.00835
7,732.132,1.58588,2.17766,1.57918,0.40685,0.24482,0.22971,0.13061,1.71714,2.15475,1.55057,0.00802,0.00802,0.00802
8,827.748,1.56587,2.12098,1.56431,0.4075,0.24845,0.24021,0.10421,2.10241,2.18484,1.7908,0.00769,0.00769,0.00769
9,924.028,1.5487,2.06379,1.54615,0.41462,0.2855,0.27221,0.13336,1.8606,1.98097,1.63171,0.00736,0.00736,0.00736
10,1020.37,1.52858,2.02655,1.53524,0.43289,0.30653,0.30225,0.16219,1.69563,1.86633,1.51042,0.00703,0.00703,0.00703
11,1116.1,1.51802,1.98796,1.52193,0.44535,0.30759,0.30649,0.16811,1.69635,1.86353,1.50698,0.0067,0.0067,0.0067
12,1212.64,1.50653,1.94908,1.51081,0.46242,0.30607,0.30825,0.16403,1.75645,1.87671,1.54013,0.00637,0.00637,0.00637
13,1309.05,1.49771,1.92417,1.50282,0.45679,0.32751,0.32349,0.15725,1.8732,1.83056,1.61296,0.00604,0.00604,0.00604
14,1404.99,1.48125,1.88705,1.4911,0.47572,0.33221,0.3425,0.19472,1.62233,1.71056,1.44922,0.00571,0.00571,0.00571
15,1500.75,1.4683,1.85768,1.48095,0.49054,0.35151,0.36114,0.19285,1.70576,1.6878,1.50509,0.00538,0.00538,0.00538
16,1596.94,1.45816,1.827,1.4746,0.51948,0.34647,0.35823,0.19955,1.63681,1.68761,1.44697,0.00505,0.00505,0.00505
17,1692.66,1.44862,1.8118,1.46666,0.50005,0.36034,0.37211,0.20118,1.66974,1.66065,1.47449,0.00472,0.00472,0.00472
18,1788.88,1.43724,1.77895,1.45761,0.51107,0.36065,0.37717,0.20801,1.64868,1.63432,1.45661,0.00439,0.00439,0.00439
19,1884.91,1.42534,1.75317,1.4458,0.53296,0.36954,0.38451,0.2056,1.69838,1.6241,1.4775,0.00406,0.00406,0.00406
20,1980.77,1.41359,1.73098,1.44225,0.52808,0.37806,0.3914,0.21671,1.63704,1.58983,1.44315,0.00373,0.00373,0.00373
21,2077.69,1.43954,1.64888,1.46154,0.54123,0.37276,0.3939,0.22438,1.58088,1.57682,1.41048,0.0034,0.0034,0.0034
22,2172.45,1.41844,1.59906,1.44595,0.53407,0.38572,0.40211,0.22486,1.61203,1.56878,1.43099,0.00307,0.00307,0.00307
23,2266.83,1.40238,1.56357,1.43357,0.54497,0.38819,0.40673,0.2281,1.61371,1.56108,1.42772,0.00274,0.00274,0.00274
24,2361.27,1.38733,1.53192,1.42152,0.53685,0.39249,0.40873,0.23213,1.58731,1.54638,1.41344,0.00241,0.00241,0.00241
25,2455.96,1.37361,1.49881,1.41058,0.54093,0.39269,0.41347,0.23465,1.59212,1.5322,1.41535,0.00208,0.00208,0.00208
26,2550.25,1.35437,1.46533,1.39666,0.54564,0.3904,0.41255,0.23287,1.59761,1.52961,1.41834,0.00175,0.00175,0.00175
27,2644.36,1.33927,1.43218,1.38444,0.5552,0.39841,0.41717,0.23598,1.58937,1.51952,1.41547,0.00142,0.00142,0.00142
28,2738.86,1.32652,1.40544,1.37658,0.55627,0.39871,0.41778,0.2365,1.58101,1.51679,1.40946,0.00109,0.00109,0.00109
29,2833.01,1.31204,1.37427,1.36671,0.56011,0.39816,0.42012,0.23649,1.58605,1.51312,1.41236,0.00076,0.00076,0.00076
30,2927.07,1.29867,1.35434,1.35714,0.56143,0.39839,0.42009,0.2356,1.59336,1.51441,1.4182,0.00043,0.00043,0.00043
