epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,150.148,1.19051,1.29628,1.22635,0.57178,0.40507,0.4339,0.29782,1.21777,1.4363,1.20431,0.00332481,0.00332481,0.00332481
2,246.369,1.27024,1.5166,1.2719,0.45931,0.28776,0.27874,0.17406,1.44799,1.93985,1.36515,0.00643842,0.00643842,0.00643842
3,345.954,1.42887,1.92232,1.38685,0.20037,0.10663,0.06828,0.03877,1.80653,2.97291,1.67165,0.00933204,0.00933204,0.00933204
4,445.034,1.52165,2.17222,1.45921,0.33462,0.15957,0.12664,0.07359,1.70025,2.69988,1.61199,0.00901,0.00901,0.00901
5,542.177,1.47449,2.06973,1.43207,0.34616,0.22848,0.20254,0.12371,1.54909,2.18242,1.47019,0.00868,0.00868,0.00868
6,638.518,1.43939,1.9737,1.4072,0.39445,0.23181,0.21257,0.13255,1.48451,2.17968,1.43483,0.00835,0.00835,0.00835
7,735.26,1.41209,1.9099,1.38936,0.42718,0.28215,0.27217,0.17085,1.44136,1.9096,1.39132,0.00802,0.00802,0.00802
8,831.867,1.39925,1.86114,1.37416,0.43164,0.3045,0.28822,0.18461,1.40752,1.8356,1.35519,0.00769,0.00769,0.00769
9,928.09,1.37543,1.80083,1.35684,0.44792,0.30102,0.29686,0.19142,1.40052,1.83498,1.36826,0.00736,0.00736,0.00736
10,1023.98,1.36312,1.76413,1.35171,0.4661,0.32027,0.326,0.21308,1.36824,1.71913,1.33388,0.00703,0.00703,0.00703
11,1120.36,1.34796,1.72867,1.33924,0.48304,0.33569,0.34469,0.22676,1.33177,1.64094,1.29721,0.0067,0.0067,0.0067
12,1216.26,1.33839,1.70171,1.33239,0.51709,0.33704,0.35423,0.23545,1.32519,1.63705,1.31041,0.00637,0.00637,0.00637
13,1312.31,1.32253,1.66731,1.31976,0.54259,0.35251,0.37144,0.24867,1.31171,1.57027,1.27942,0.00604,0.00604,0.00604
14,1408,1.3157,1.64564,1.3147,0.52797,0.359,0.37834,0.25326,1.30055,1.58599,1.27505,0.00571,0.00571,0.00571
15,1504.03,1.30273,1.61871,1.30763,0.50494,0.38123,0.39241,0.26184,1.27691,1.508,1.26009,0.00538,0.00538,0.00538
16,1599.92,1.2918,1.5879,1.30036,0.53489,0.38687,0.40741,0.27465,1.2635,1.47345,1.24858,0.00505,0.00505,0.00505
17,1695.9,1.28271,1.55961,1.29365,0.53049,0.40443,0.41834,0.28277,1.24891,1.44443,1.24234,0.00472,0.00472,0.00472
18,1791.85,1.27355,1.53761,1.28713,0.54504,0.40984,0.42839,0.28952,1.2456,1.43333,1.24408,0.00439,0.00439,0.00439
19,1887.84,1.26451,1.51947,1.27973,0.57139,0.40062,0.43064,0.29354,1.23226,1.4053,1.23208,0.00406,0.00406,0.00406
20,1983.96,1.25534,1.49519,1.27714,0.55082,0.41418,0.44087,0.30062,1.22736,1.38658,1.22453,0.00373,0.00373,0.00373
21,2081.01,1.26699,1.43474,1.27712,0.55905,0.41733,0.4437,0.30367,1.22095,1.38686,1.2215,0.0034,0.0034,0.0034
22,2176.98,1.25209,1.3995,1.26863,0.56896,0.41869,0.44401,0.3054,1.2197,1.37265,1.22003,0.00307,0.00307,0.00307
23,2273.23,1.23777,1.36863,1.25587,0.57585,0.42259,0.4529,0.31173,1.20784,1.35978,1.2128,0.00274,0.00274,0.00274
24,2369.83,1.22399,1.334,1.24875,0.58526,0.42321,0.45758,0.31564,1.20521,1.34708,1.2095,0.00241,0.00241,0.00241
25,2466.16,1.21436,1.30177,1.23857,0.58419,0.42801,0.45869,0.31702,1.20296,1.34099,1.20801,0.00208,0.00208,0.00208
26,2562.15,1.19843,1.27151,1.22835,0.5829,0.43158,0.46288,0.32036,1.20241,1.33208,1.20685,0.00175,0.00175,0.00175
27,2658.74,1.18894,1.24598,1.22043,0.57922,0.43443,0.46404,0.32191,1.19918,1.32558,1.20357,0.00142,0.00142,0.00142
28,2754.73,1.17303,1.21601,1.211,0.5872,0.43455,0.46637,0.32325,1.19598,1.32028,1.20068,0.00109,0.00109,0.00109
29,2850.83,1.16267,1.18833,1.20382,0.58516,0.43844,0.46732,0.32351,1.19446,1.31632,1.19947,0.00076,0.00076,0.00076
30,2947.15,1.14985,1.1642,1.19744,0.58413,0.43993,0.46695,0.32408,1.19383,1.31566,1.19951,0.00043,0.00043,0.00043
