epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,150.581,1.16108,1.26244,1.20975,0.57713,0.42373,0.45167,0.31089,1.21059,1.39585,1.20613,0.00332481,0.00332481,0.00332481
2,248.174,1.24502,1.48619,1.25755,0.45591,0.29086,0.26977,0.16936,1.43623,1.93887,1.3594,0.00643842,0.00643842,0.00643842
3,345.286,1.4047,1.89479,1.36941,0.21225,0.09481,0.05949,0.03294,1.90886,3.44996,1.82513,0.00933204,0.00933204,0.00933204
4,444.66,1.4943,2.14668,1.44475,0.27569,0.16826,0.1308,0.0791,1.63391,2.58226,1.51839,0.00901,0.00901,0.00901
5,542.182,1.45421,2.04306,1.41899,0.35718,0.24349,0.21558,0.13259,1.52729,2.16169,1.45211,0.00868,0.00868,0.00868
6,640.092,1.41929,1.94863,1.39611,0.36376,0.25335,0.23708,0.14932,1.47515,2.02359,1.43575,0.00835,0.00835,0.00835
7,737.398,1.39552,1.88921,1.37608,0.4167,0.27562,0.26789,0.17134,1.43013,1.95935,1.38323,0.00802,0.00802,0.00802
8,834.161,1.3736,1.82676,1.3623,0.4401,0.27844,0.27282,0.17433,1.4187,1.94493,1.3758,0.00769,0.00769,0.00769
9,931.345,1.35194,1.77468,1.34521,0.44863,0.29863,0.29142,0.18708,1.41369,1.8477,1.37787,0.00736,0.00736,0.00736
10,1028.37,1.3441,1.74286,1.33946,0.48004,0.32809,0.33264,0.21613,1.36635,1.69998,1.32551,0.00703,0.00703,0.00703
11,1125.1,1.33083,1.70949,1.32691,0.49026,0.33566,0.34555,0.22773,1.33162,1.6583,1.30667,0.0067,0.0067,0.0067
12,1221.76,1.31837,1.67323,1.31784,0.49669,0.33863,0.34903,0.23023,1.33284,1.69871,1.31153,0.00637,0.00637,0.00637
13,1318.9,1.30615,1.64968,1.31415,0.51602,0.36127,0.38035,0.25123,1.29315,1.55327,1.27795,0.00604,0.00604,0.00604
14,1415.69,1.2969,1.61274,1.30236,0.51439,0.3734,0.38995,0.25965,1.28699,1.53029,1.28034,0.00571,0.00571,0.00571
15,1512.54,1.28601,1.59073,1.29475,0.5259,0.37819,0.39705,0.26769,1.26695,1.50492,1.2605,0.00538,0.00538,0.00538
16,1609.24,1.2717,1.56256,1.28858,0.55363,0.39045,0.40953,0.27566,1.25173,1.4725,1.24965,0.00505,0.00505,0.00505
17,1705.62,1.26129,1.5424,1.28113,0.56116,0.39058,0.41764,0.28511,1.24351,1.45247,1.24641,0.00472,0.00472,0.00472
18,1801.98,1.25442,1.51406,1.27457,0.56563,0.39795,0.43028,0.29283,1.23875,1.42499,1.23749,0.00439,0.00439,0.00439
19,1899.39,1.2467,1.49556,1.27005,0.5589,0.40741,0.43164,0.2949,1.22886,1.40119,1.22696,0.00406,0.00406,0.00406
20,1996.15,1.23695,1.47438,1.26406,0.56933,0.40831,0.43826,0.30059,1.21986,1.38698,1.22492,0.00373,0.00373,0.00373
21,2092.58,1.24406,1.41494,1.26452,0.55194,0.41927,0.43763,0.30076,1.2217,1.38639,1.22574,0.0034,0.0034,0.0034
22,2187.35,1.22598,1.36763,1.25172,0.56942,0.41422,0.44402,0.30673,1.21147,1.36625,1.21638,0.00307,0.00307,0.00307
23,2281.93,1.21448,1.34044,1.24445,0.56807,0.42164,0.4495,0.31032,1.20691,1.34997,1.21338,0.00274,0.00274,0.00274
24,2376.45,1.20355,1.31206,1.23511,0.56763,0.42219,0.4505,0.31254,1.20507,1.34115,1.21252,0.00241,0.00241,0.00241
25,2471.16,1.19043,1.27975,1.22458,0.57118,0.42805,0.45568,0.3173,1.19943,1.33325,1.20584,0.00208,0.00208,0.00208
26,2565.54,1.17758,1.2517,1.21544,0.5691,0.43204,0.45789,0.31905,1.19517,1.32626,1.20438,0.00175,0.00175,0.00175
27,2660.11,1.16387,1.22336,1.20681,0.57608,0.4368,0.46048,0.31953,1.19185,1.31959,1.20247,0.00142,0.00142,0.00142
28,2754.49,1.15302,1.19383,1.20002,0.58181,0.43327,0.46316,0.32126,1.19106,1.3171,1.20187,0.00109,0.00109,0.00109
29,2848.83,1.14234,1.16979,1.1925,0.5806,0.43394,0.46372,0.32181,1.19004,1.31597,1.20065,0.00076,0.00076,0.00076
30,2943.02,1.1288,1.14474,1.18342,0.58143,0.43137,0.46399,0.322,1.18953,1.31386,1.19918,0.00043,0.00043,0.00043
